	xx	内容		状況	xx	1200にある	
1200	653	追加の対応が必要になりました。		★★	需要追加处理。	報連相（遅延・障害・トラブル対応）	
1200	654	対応完了まで今しばらくお待ちください。		★★	请再稍等，直到处理完成。	報連相（遅延・障害・トラブル対応）	
1200	655	ご理解、ご協力をお願いいたします。	1	★★	感谢您的理解与配合。	報連相（遅延・障害・トラブル対応）	お願いいたします
1200	656	現時点で判明している内容です。		新	这是目前已确认的内容。	報連相（遅延・障害・トラブル対応）	
1200	657	引き続き調査を進めます。	1	新	继续调查。	報連相（遅延・障害・トラブル対応）	引き続き
1200	658	追加情報がありましたら共有します。		新	有新信息会立即共享。	報連相（遅延・障害・トラブル対応）	
1200	659	対応が完了次第、ご連絡します。	1	★★	处理完成后立即联系。	報連相（遅延・障害・トラブル対応）	次第、ご連絡します
1200	660	現在は安定して稼働しています。		新	目前运行稳定。	報連相（遅延・障害・トラブル対応）	
1200	661	今後も状況を監視します。		新	今后继续监控。	報連相（遅延・障害・トラブル対応）	
1200	662	少しご相談してもよろしいでしょうか。	1	新	可以和您商量一下吗？	報連相（相談・確認・上司への報告）	よろしいでしょうか
1200	663	お時間をいただけますでしょうか。	1	★★	可以占用您一点时间吗？	報連相（相談・確認・上司への報告）	いただけます～
1200	664	判断に迷っております。	1	新	我对判断有些拿不准。	報連相（相談・確認・上司への報告）	ております
1200	665	現状はこのようになっています。		★★	目前情况是这样的。	報連相（相談・確認・上司への報告）	
1200	666	一つ目は標準機能で対応する方法です。		新	第一种是使用标准功能。	報連相（相談・確認・上司への報告）	
1200	667	二つ目は追加開発する方法です。		新	第二种是追加开发。	報連相（相談・確認・上司への報告）	
1200	668	私としては一つ目の案をおすすめします。		新	我建议第一种方案。	報連相（相談・確認・上司への報告）	
1200	669	この考え方で問題ないでしょうか。		★★	这种想法可以吗？	報連相（相談・確認・上司への報告）	
1200	670	認識に誤りがあればご指摘ください。		★★	如果理解有误，请指出。	報連相（相談・確認・上司への報告）	
1200	671	早めにご相談したほうがよいと思い、ご連絡しました。		新	我觉得应该尽早商量，所以联系您。	報連相（相談・確認・上司への報告）	
1200	672	このまま進めてよろしいでしょうか。	1	新	可以按这个方案继续推进吗？	報連相（相談・確認・上司への報告）	よろしいでしょうか
1200	673	承認いただけましたら、作業を開始します。		新	批准后我就开始作业。	報連相（相談・確認・上司への報告）	
1200	674	ご確認いただけましたら幸いです。	1	新	如果能确认一下，将不胜感激。	報連相（相談・確認・上司への報告）	幸い
1200	675	ご助言ありがとうございます。(じょげん)	1	★	感谢您的建议。	報連相（相談・確認・上司への報告）	ありがとうございます
1200	676	その方向で進めます。		新	我按这个方向推进。	報連相（相談・確認・上司への報告）	
1200	677	追加で確認してまいります。		新	我再进一步确认。	報連相（相談・確認・上司への報告）	
1200	678	新たな課題が見つかりました。	1	新	发现了新的课题。	報連相（相談・確認・上司への報告）	
1200	679	追加で対応が必要です。		新	需要追加处理。	報連相（相談・確認・上司への報告）	
1200	680	優先順位をご相談したいです。		新	想商量一下优先级。	報連相（相談・確認・上司への報告）	
1200	681	対応順をご確認いただけますでしょうか。	1	★★	可以确认一下处理顺序吗？	報連相（相談・確認・上司への報告）	いただけます～
1200	682	ご判断いただけますと幸いです。	1	新	如果能帮忙判断，将不胜感激。	報連相（相談・確認・上司への報告）	いただけます～
1200	683	何か変更がありましたら、すぐにご連絡します。	1	新	如有变化，我会立即联系。	報連相（相談・確認・上司への報告）	ご連絡します
1200	684	恐れ入りますが、	1	★★	不好意思，不过……	お客様対応・敬語・クッション言葉	恐れ入ります、恐縮ですが
1200	685	お手数ですが、		★★	麻烦您……	お客様対応・敬語・クッション言葉	
1200	686	恐縮ですが、（きょうしゅく）	1	★★	不好意思，劳烦您……	お客様対応・敬語・クッション言葉	恐れ入ります、恐縮ですが
1200	687	差し支えなければ、		新	如果方便的话……	お客様対応・敬語・クッション言葉	
1200	688	可能でしたら、		★	如果可以的话……	お客様対応・敬語・クッション言葉	
1200	689	もしよろしければ、		★★	如果您方便的话……	お客様対応・敬語・クッション言葉	
1200	690	ご都合がよろしければ、		★★	如果您方便的话……	お客様対応・敬語・クッション言葉	
1200	691	お時間がございましたら、		★★	如果您有时间的话……	お客様対応・敬語・クッション言葉	
1200	692	ご教示いただけますでしょうか。	1	★★	可以请您告知（专业知识）吗？	お客様対応・敬語・クッション言葉	いただけます～
1200	693	ご検討のほど、よろしくお願いいたします。	1	★★	烦请考虑。	お客様対応・敬語・クッション言葉	お願いいたします
1200	694	お忙しいところ恐縮ですが、	1	★★	百忙之中不好意思……	お客様対応・敬語・クッション言葉	恐れ入ります、恐縮ですが
1200	695	お忙しいところ恐れ入りますが、	1	★★	百忙之中打扰了……	お客様対応・敬語・クッション言葉	恐れ入ります、恐縮ですが
1200	696	ご無理のない範囲でお願いいたします。	1	新	请在不给您造成负担的范围内处理。	お客様対応・敬語・クッション言葉	お願いいたします
1200	697	ご参考になれば幸いです。	1	★★	希望能供您参考。	お客様対応・敬語・クッション言葉	幸い
1200	698	お待たせいたしました。		★★	让您久等了。	相手に配慮が伝わる	
1200	699	ご対応いただき、感謝しております。	1	★★	感谢您的处理。	相手に配慮が伝わる	ております
1200	700	ご配慮いただき、ありがとうございます。(はいりょ)	1	★	感谢您的关照。	相手に配慮が伝わる	ありがとうございます
1200	701	早速ご対応いただき、ありがとうございます。	1	★★	感谢您迅速处理。	相手に配慮が伝わる	ありがとうございます
1200	702	迅速にご対応いただき、ありがとうございます。	1	★	感谢您快速处理。	相手に配慮が伝わる	ありがとうございます
1200	703	丁寧にご説明いただき、ありがとうございます。	1	★	感谢您详细说明。	相手に配慮が伝わる	ありがとうございます
1200	704	詳しくご説明いただき、大変助かりました。		★★	感谢您的详细说明，帮了大忙。	相手に配慮が伝わる	
1200	705	お気遣いいただき、ありがとうございます。	1	新	感谢您的关心。	相手に配慮が伝わる	ありがとうございます
1200	706	ご迷惑をおかけして申し訳ございません。	1	★★	给您添麻烦了，非常抱歉。	相手に配慮が伝わる	おかけし
1200	707	ご不便をおかけして申し訳ございません。	1	★★	给您带来不便，非常抱歉。	相手に配慮が伝わる	おかけし
1200	708	ご心配をおかけして申し訳ございません。	1	★★	让您担心了，非常抱歉。	相手に配慮が伝わる	おかけし
1200	709	至らない点もあるかと思いますが、よろしくお願いいたします。	1	新	还有很多不足之处，请多关照。	相手に配慮が伝わる	お願いいたします
1200	710	引き続きご指導のほど、よろしくお願いいたします。	1	新	今后也请继续指导。	相手に配慮が伝わる	引き続き
1200	711	今後ともご支援をよろしくお願いいたします。	1	★★	今后也请继续支持。	相手に配慮が伝わる	お願いいたします
1200	712	ご質問がございましたら、お聞かせください。		★★	如有问题，请告诉我。	相手に配慮が伝わる	
1200	713	精一杯対応させていただきます。		★	我会全力处理。	相手に配慮が伝わる	
1200	714	責任を持って対応いたします。		★★	我会负责处理。	相手に配慮が伝わる	
1200	715	私から改めてご連絡いたします。	2	★★	我会再次联系您。	相手に配慮が伝わる	改め、改めまして
1200	716	確認に少しお時間をいただきます。		★★	确认需要一点时间。	相手に配慮が伝わる	
1200	717	社内で確認のうえ、ご案内いたします。		★★	内部确认后通知您。	相手に配慮が伝わる	
1200	718	最善の方法をご提案いたします。		新	提出最佳方案。	相手に配慮が伝わる	
1200	719	お手数ですが、ご返信をお願いいたします。	1	★★	麻烦您回复一下。	配慮のある依頼・確認・調整	お願いいたします
1200	720	お時間のある際にご確認ください。	1	★★	有空时请确认。	配慮のある依頼・確認・調整	ご確認ください
1200	721	可能な範囲でご対応いただけますでしょうか。	1	★★	可以在方便的范围内处理吗？	配慮のある依頼・確認・調整	いただけます～
1200	722	念のため、再度ご連絡いたしました。	1	★★	保险起见，再次联系您。	配慮のある依頼・確認・調整	再度
1200	723	行き違いでしたら申し訳ございません。	1	新	如果是双方信息错开了，还请见谅。	配慮のある依頼・確認・調整	違う、違い、間違い、相違、勘違い
1200	724	すでにご対応済みでしたら、ご放念ください。		★	如果已经处理，请忽略此消息。	配慮のある依頼・確認・調整	
1200	725	お手数をおかけしますが、よろしくお願いいたします。	1	★★	给您添麻烦了，还请多关照。	配慮のある依頼・確認・調整	お願いいたします、おかけし
1200	726	現在の状況をご共有いただけますでしょうか。	1	★★	可以共享一下目前的情况吗？	配慮のある依頼・確認・調整	いただけます～
1200	727	認識に相違がないか確認させてください。	1	★	请让我确认一下双方理解是否一致。	配慮のある依頼・確認・調整	違う、違い、間違い、相違、勘違い
1200	728	念のため認識合わせをさせてください。	1	★★	保险起见，想统一一下理解。	配慮のある依頼・確認・調整	合わせ、打ち合わせ
1200	729	この理解で間違いないでしょうか。	1	★★	这样理解没有问题吧？	配慮のある依頼・確認・調整	違う、違い、間違い、相違、勘違い
1200	730	こちらの認識をご説明いたします。		新	我说明一下我们的理解。	配慮のある依頼・確認・調整	
1200	731	差し支えなければ、理由を教えていただけますでしょうか。(不便)	1	★★	如果方便的话，可以告诉我原因吗？	配慮のある依頼・確認・調整	いただけます～
1200	732	ご都合が悪いようでしたら、別の日程でも構いません。		新	如果时间不方便，也可以改期。	配慮のある依頼・確認・調整	
1200	733	別の方法も検討したいと思います。	1	★★	我想也考虑其他方法。	配慮のある依頼・確認・調整	たいと思います
1200	734	一度持ち帰って検討させていただきます。		新	我先带回去讨论一下。	配慮のある依頼・確認・調整	
1200	735	現時点では判断が難しい状況です。		新	目前还很难判断。	配慮のある依頼・確認・調整	
1200	736	社内で相談したうえでご回答いたします。		新	内部商量后再回复您。	配慮のある依頼・確認・調整	
1200	737	改めてご連絡させていただきます。	2	新	我会再与您联系。	配慮のある依頼・確認・調整	改め、改めまして
1200	738	今回は見送らせていただきます。		新	这次先不采用。	配慮のある依頼・確認・調整	
1200	739	今回は対応を見合わせたいと思います。	1	★★	这次暂缓处理。	配慮のある依頼・確認・調整	合わせ、たいと思います、見合わせ
1200	740	現時点では対応が難しい状況です。		新	目前处理比较困难。	配慮のある依頼・確認・調整	
1200	741	申し訳ございませんが、ご要望にはお応えできません。		★★	很抱歉，无法满足您的要求。	配慮のある依頼・確認・調整	
1200	742	代替案をご提案いたします。		★★	我提出一个替代方案。	配慮のある依頼・確認・調整	
1200	743	ご検討いただけますと幸いです。	1	★★	如果您能考虑一下，将不胜感激。	配慮のある依頼・確認・調整	いただけます～
1200	744	ご意見を参考に進めたいと思います。	1	★★	我想参考您的意见推进。	配慮のある依頼・確認・調整	たいと思います
1200	745	貴重なご意見をありがとうございます。(きちょう)	1	新	感谢您宝贵的意见。	配慮のある依頼・確認・調整	ありがとうございます
1200	746	改善に努めてまいります。		新	我们会努力改进。	配慮のある依頼・確認・調整	
1200	747	引き続きご支援のほど、よろしくお願いいたします。	1	新	今后也请继续支持。	配慮のある依頼・確認・調整	引き続き
1200	748	ご期待に沿えるよう努めます。		新	我们会努力不辜负您的期待。	配慮のある依頼・確認・調整	
1200	749	今後の参考にさせていただきます。		新	今后会作为参考。	配慮のある依頼・確認・調整	
1200	750	お気付きの点がございましたら、お知らせください。		新	如果发现问题，请告诉我。	配慮のある依頼・確認・調整	
1200	751	今後とも変わらぬご支援をお願いいたします。	1	★★	今后也请继续支持。	配慮のある依頼・確認・調整	お願いいたします
1200	752	再現性を確認します。	1	新	确认是否能够重现。	SAP・システム開発・保守・運用現場	を確認します
1200	753	設定漏れでした。		★★	是设置遗漏。	SAP・システム開発・保守・運用現場	
1200	754	不具合と判断しました。		★	判断为缺陷。	SAP・システム開発・保守・運用現場	
1200	755	ユーザーテストをお願いします。	1	新	请进行用户测试。	SAP・システム開発・保守・運用現場	お願いします
1200	756	本番反映は○日に予定しています。		新	计划于○日部署到生产环境。	SAP・システム開発・保守・運用現場	
1200	757	問題なく動作しています。		★★	运行正常。	SAP・システム開発・保守・運用現場	
1200	758	エラーは解消しました。		★★	错误已经解决。	SAP・システム開発・保守・運用現場	
1200	759	対応を完了しました。		★★	处理完成。	SAP・システム開発・保守・運用現場	
1200	760	ベンダーへ問い合わせます。	1	★★	向供应商咨询。	SAP・システム開発・保守・運用現場	合わせ
1200	761	この仕様で進めたいと考えています。		新	计划按这个规格推进。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	762	認識に相違はありません。	1	新	双方理解一致。	SAP・IT現場（設計・開発・テスト・リリース）	違う、違い、間違い、相違、勘違い
1200	763	念のため、認識合わせをお願いします。	1	新	保险起见，请统一一下理解。	SAP・IT現場（設計・開発・テスト・リリース）	お願いします、合わせ
1200	764	ご承認いただけましたら、開発を開始します。		新	批准后开始开发。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	765	ご指摘いただいた箇所を修正しました。		★★	已修改您指出的问题。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	766	テストで問題は確認されませんでした。		新	测试中未发现问题。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	767	本番反映は来週を予定しています。		新	计划下周部署到生产环境。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	768	本番反映前に最終確認を行います。		新	部署前进行最终确认。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	769	リリース作業が完了しました。		★★	发布作业完成。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	770	本番環境で正常に動作しています。		★★	生产环境运行正常。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	771	監視を継続します。		★★	继续监控。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	772	利用者への影響はありません。		★★	对用户没有影响。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	773	影響範囲は限定的です。		★★	影响范围有限。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	774	現在のところ、大きな問題はありません。		★★	目前没有重大问题。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	775	万が一問題が発生した場合は、ご連絡ください。		★★	如有问题，请及时联系。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	776	必要に応じて対応いたします。		新	根据需要进行处理。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	777	追加のご要望はございますか。		新	还有其他需求吗？	SAP・IT現場（設計・開発・テスト・リリース）	
1200	778	ご要望を反映いたします。		新	会反映您的需求。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	779	現時点では対応可能です。		★★	目前可以处理。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	780	工数を見積もります。		★★	估算工时。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	781	認識に誤りがありましたら、ご指摘ください。		★★	如果我的理解有误，请指出。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	782	追加で確認すべき点はございますか。		新	还有需要确认的地方吗？	SAP・IT現場（設計・開発・テスト・リリース）	
1200	783	抜け漏れがないよう確認します。		新	我会确认没有遗漏。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	784	懸念事項が一点ございます。		★★	有一个需要关注的问题。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	785	このまま進めた場合の影響をご説明します。	1	★★	说明按当前方案推进的影响。	SAP・IT現場（設計・開発・テスト・リリース）	説明します
1200	786	工数と影響を考慮すると、こちらの案をおすすめします。		新	综合工时和影响，建议此方案。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	787	ご承認いただけましたら、作業を開始いたします。		新	批准后开始作业。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	788	スケジュールどおり進められる見込みです。		新	预计可以按计划推进。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	789	遅延が見込まれるため、早めにご相談しました。	1	★	预计会延期，因此提前来商量。	SAP・IT現場（設計・開発・テスト・リリース）	遅い、遅れる、遅延
1200	790	影響を最小限に抑えられるよう対応します。（おさえ）		★★	尽量将影响降到最低。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	791	優先順位を見直します。		★★	重新调整优先级。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	792	代替案をご用意しました。（だいたいあん）		★★	已经准备了替代方案。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	793	進捗があり次第、ご連絡いたします。	1	★★	有进展会立即联系。	SAP・IT現場（設計・開発・テスト・リリース）	次第
1200	794	完了次第、ご報告いたします。	1	★★	完成后立即汇报。	SAP・IT現場（設計・開発・テスト・リリース）	次第
1200	795	本件については以上となります。		★★	关于此事就这些。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	796	貴重なお時間をいただき、ありがとうございました。		★★	感谢您宝贵的时间。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	797	引き続きサポートいたします。	1	★★	今后继续提供支持。	SAP・IT現場（設計・開発・テスト・リリース）	引き続き
1200	798	最後まで対応いたします。		★★	我会处理到最后。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	799	安心してお任せください。		★★	请放心交给我。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	800	迅速に対応いたします。		★★	会迅速处理。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	801	品質を最優先に進めます。		★★	以质量为第一优先。	SAP・IT現場（設計・開発・テスト・リリース）	
1200	802	今後とも何卒よろしくお願いいたします。(なにとぞ)	1	★★	今后也请多多关照。	SAP・IT現場（設計・開発・テスト・リリース）	お願いいたします
副詞	803	またご連絡します。	1	★★	また	再び	ご連絡します
副詞	804	かなり難しいです。		★★	かなり	相当	
副詞	805	やっと終わりました。		★★	やっと	苦労して	
副詞	806	ようやく原因が分かりました。		★	ようやく	やっと（やや丁寧）	
副詞	807	いつか行ってみたいです。		★★	いつか	将来	
副詞	808	急いで対応します。	2		快对应	急いで	急ぎ、緊急、至急、応急、急いで、急に
副詞	809	丁寧にご説明します。	1		丁寧に	丁寧に	説明します
副詞	810	きちんと管理します。			きちんと	正確に	
副詞	811	主にSAP FIを担当しています。		★★	主に	主として	
副詞	812	順次対応いたします。		★	順次	順番に	
副詞	813	改めてご連絡いたします。	2		改めて	あらためて	改め、改めまして
副詞	814	別途ご案内いたします。（ベット）			別途	別に	
副詞	815	実際に試してみました。			実際に	現実には	
副詞	816	確かにそのとおりです。			確かに	本当にそのとおり	
副詞	817	幸い問題はありませんでした。	1	★★	幸い	運よく	
副詞	818	残念ながら今回は見送ります。		★★	残念ながら	残念ですが	
副詞	819	おそらく間に合います。			おそらく	たぶん	
副詞	820	さらに改善します。			さらに	もっと	
副詞	821	もっと勉強します。			もっと	今より	
副詞	822	日本語がますます上手になりました。			ますます	以前よりさらに	
副詞	823	十分に確認しました。			十分に	十分	
副詞	824	手動で設定してください。			手動で	手で	
副詞	825	基本的に在宅勤務です。		★★	基本的に	原則として	
副詞	826	一般的にそう考えられています。		★★	一般的に	普通は	
副詞	827	順番にご案内します。			順番に	一つずつ	
副詞	828	別々に発送します。		★★	別々に	分けて	
副詞	829	常に品質を意識しています。			常に	いつも	
副詞	830	改めましてよろしくお願いいたします。	2		改めまして	あらためて	改め、改めまして
副詞	831	あらかじめご了承ください。		★★	あらかじめ	前もって	
副詞	832	なるべく早く帰ります。		★★	なるべく	できるだけ	
副詞	833	遅くとも明日までにお願いします。	1	★	遅くとも	最も遅くても	お願いします
副詞	834	急に忙しくなりました。	2	★★	突然忙起来	突然	急ぎ、緊急、至急、応急、急いで、急に
副詞	835	たしか明日だったと思います。			たしか	記憶では	
副詞	836	幸運にも間に合いました。（こううん）			幸運にも	運よく	
副詞	837	主として開発を担当しています。			主として	主に	
副詞	838	わざわざありがとうございます。	1	★★	わざわざ	わざわざ	ありがとうございます
副詞	839	せっかくですから、一緒に行きましょう。			せっかく	良い機会なので	
副詞	840	むしろこちらの方が簡単です。			むしろ	かえって	

取れ
お気軽に
引き続き
違
たいと思います
問い合わせ
合わせ
合っていますか
申し上げます
を確認します
ご連絡します
できました
いただけますか
いただけます
お願い
予定
があります
をください
ております
説明します
問題ありません
ご覧ください
急
改め
ありがとうございます
遅
ご確認ください
幸い
外し
一旦
よろしいでしょうか
恐
おかけ
xxxx







xxx
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
Sub Macro2()
With ActiveSheet

    '先にフィルターをクリア
    If .AutoFilterMode Then
        If .FilterMode Then .ShowAllData
    End If

    'C1の「、」で区切られた検索語を配列にする
    Dim arr As Variant
    arr = Split(.Range("C1").Value, "、")

    '各検索語を曖昧検索
    Dim i As Long
    For i = LBound(arr) To UBound(arr)
        arr(i) = "*" & Trim(arr(i)) & "*"
    Next i

    .Range("$A$2:$H$853").AutoFilter _
        Field:=3, _
        Criteria1:=arr, _
        Operator:=xlFilterValues

End With
    
End Sub


Sub Macro3()
With ActiveSheet

    '先にフィルターをクリア
    If .AutoFilterMode Then
        If .FilterMode Then .ShowAllData
    End If


End With
    
End Sub

